# deck: Portuguese::Frequency Master
# notetype: Portuguese (EP) – Frequency
# separator: Tab
Rank	Lemma_PT	POS	Gloss_EN	Variety	Register_Flags	Range_Blocks	Raw_Freq	Example_PT	Example_EN	Freq_Band	Thematic_Source	Tags
1781	escala	nf	scale	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1782	negociação	nf	negotiation	EP				amaioria das crianças-soldados é • os timorenses devem tomar parte nas adolescente	Most child soldiers are negociações para a resolução do conflito – adolescents. The people of Timor should take part in 72 | 861 negotiations to resolve the conflict.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1783	criador	nm	creator país em 1949 – The remaining Soviet forces	EP				seus aderentes acreditam num único Deus, retreated from the country in 1949. considerado o imortal criador do universo	71 | 1167 Its adherents believe in only one God,	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1784	alegria	nf	joy, happiness 72 | 919	EP				vejo a vida com alegria e cada momento		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1785	depósito	nm	deposit, safe, warehouse	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1786	instrução	nf	formal schooling, instruction	EP				apesar da sua limitada instrução escolar, ele		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1787	comprido	aj	long	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1788	equipa	nf	team [EP]	EP				concentrei-me nos estudos de tal maneira • as equipas sequenciaram 5,2 milhões de que hoje falo francês com extrema facilidade pares de genes	The teams sequenced 5.2 –Iconcentrated on my studies in such a way million pairs of genes. that today I speak French with extreme ease. 81 | 5408 72 | 665	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1789	dançar	v	to dance	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1790	conservar	v	to keep, conserve	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1791	tela	nf	screen, painting canvas	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1792	disputar	v	tocompete, dispute	EP				estas espécies reproduzem em grande • eu disputei cinco campeonatos brasileiros escala, gerando uma explosão populacional	Ihave competed in five Brazilian –These species reproduce on a large scale, championships. thus producing a population explosion. 70 | 1353+n 71|1072 1793 adolescente nc adolescent, teenager	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1794	restante	na	remaining, rest, remainder 71 | 1634+n -f	EP				as forças soviéticas restantes retiraram-se do		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::na
1795	sólido	aj	solid considered the immortal creator of the	EP				avelocidade do som é maior nos líquidos universe. do que nos sólidos	The speed of sound is 73 | 705 greater in liquids than in solids.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1796	nobre	na	noble, nobleman como uma grande celebração – Ilook at life	EP				apiedade é a mais nobre manifestação with joy and see each moment as a great humana	Mercy is the most noble celebration. manifestation of humanity. 70|1548+f -a 72 | 925	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::na
1797	balanço	nm	balance	EP				expliquei que o depósito em questão era em • quando fez o balanço das suas operações, cheque daquela agência	Iexplained that percebeu que nem tudo tinha corrido como the deposit in question was a check from that planeado – When he made a balance of his agency. operations he realized that not everything 73 | 895 had gone has planned. 72 | 771	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1798	corrigir	v	to correct conseguiu entrar para a faculdade – Despite	EP				uma semana é tempo de sobra para corrigir having had little formal schooling, he was os erros	One week is more than enough accepted into college. time to correct the mistakes. 73 | 761 73 | 663	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1799	passageiro	nm	passenger	EP				osistema digestivo é um tubo comprido • onúmero de passageiros do avião chegava enrolado sobre si mesmo	The digestive a100 – The number of airplane passengers system is a long tube rolled around itself. reached 100. 72 | 885+s -n 72 | 871	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1800	facilidade	nf	ease	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1801	forçar	v	toforce	EP				quem quiser dançar bem o tango tem de • eu quis forçar a entrada, mas o portão, dominar esses ritmos	Whoever wants to sólido e pesado, resistiu – Iwanted to force dance the tango well has to be acquainted my way in, but the solid and heavy gate held with these rhythms. steady. 71 | 1000+s 72 | 819	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1802	mecanismo	nm	mechanism	EP				os veteranos gostam de conservar o seu • este mecanismo, explicam os operadores, equipamento usado e confortável	inverte a ordem das coisas – This Veterans like to keep their worn and mechanism, the operators explain, reverses comfortable equipment. the order of things. 72 | 955-n 71 | 1088	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1803	álcool	nm	alcohol	EP				do papel passou para a tela, como série • estes vinhos mantêm-se inalterados porque televisiva nos anos 1950	It went from oálcool destrói os microorganismos – These paper to the screen, as a television series in wines remain unaltered because the alcohol the 50s. destroys the microorganisms. 73 | 715 71 | 1079+a	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1804	convénio	nm	agreement, accord	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1805	curva	nf	curve	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1806	concentração	nf	concentration	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1807	desconhecido	aj	unknown awareness raising.	EP				aduração exacta da gestação é desconhecida 71 | 882	The exact duration of gestation is unknown.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1808	asa	nf	wing, wingspan não pode fazer isso – We expect the support	EP				oavião tem uma asa de 75 metros	The of the international community because our airplane has a wing measuring of 75 meters. government alone can’t do it. 71|1159-n 70 | 1392+n	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1809	mudo	aj	silent, mute	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1810	cama	nf	bed	EP				ele se tornou logo a deitarse na cama com		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1811	empresário	nm	entrepreneur, business	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1812	distinto	aj	distinct, distinctive	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1813	especialista	nm	specialist 1824 ah i ah, oh	EP				ele trabalha como especialista no departa- • ah! meu pai, não me obrigue a semelhante mento de oncologia	He was a specialist in sacrifício – Oh, father, please don’t demand the oncology department. that I make such a sacrifice. 71 | 1064 67 | 3249+s -a -n	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1814	julgamento	nm	judgment	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1815	elevar	v	to raise, elevate	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1816	nomeadamente	av	namely, more specifically	EP				assinaram um convênio de cooperação [EP] mútua nas áreas de educação e de saúde	• algumas destas moléculas, nomeadamente They signed an agreement of mutual as proteínas, são modificadas. [EP] – Some cooperation in the areas of education and of these molecules, namely the proteins, are health. modified. 72 | 852 71 | 1391+n -f	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::av
1817	exibir	v	toexhibit, display	EP				opassarinho não fez curvas nem círculos no • OMuseu de Arte Moderna exibe as obras ar	The bird didn’t make any curves or mais curiosas – The Museum of Modern circles in the air. Art exhibits some of the most curious works. 72 | 862 72 | 811	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1818	êxito	nm	success	EP				Dachau era um campo de concentração	• oêxito da campanha manifestou-se Dachau was a concentration camp. essencialmente ao nível da 72 | 931 conscientização – The success of the campaign was mainly at the level of	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1819	internacional	aj	international 71 | 967	EP				esperamos o apoio da comunidade internacional porque o governo sozinho		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1820	afirmação	nf	affirmation	EP				ele tinha de ficar quieto e mudo, mas • obras de arte são afirmações do indivíduo, vigilante sempre	He had to remain still não documentos de história – Works of and silent, but always vigilant. art are affirmations of the individual; they 71 | 876 are not historical documents. 71 | 821	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1821	fuga	nf	escape, flight (fugitive) uma febre intensa – He soon went back to	EP				ele também é acusado pelo crime de fuga da lying down in his bed, having an intense prisão	He is also accused of fever. prison escape, which is a crime. 69 | 2442+f -a 72 | 796	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1822	reforçar	v	to reinforce owner	EP				aEuropa tem de reforçar os seus • nunca fui um empresário, nunca soube me mecanismos de solidariedade	Europe organizar – Iwas never an entrepreneur; I has to reinforce its means of maintaining never knew how to get organized. solidarity. 69 | 1845+n +s 70 | 996+n	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1823	engenharia	nf	engineering	EP				aciência divide-se em áreas distintas, como • aengenharia acústica está ligada ao aastronomia e a matemática	Science is controlo técnico do som – Acoustic divided into distinct areas like astronomy and engineering deals with the technical control mathematics. of sound. 71 | 1079 71 | 863	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1825	confusão	nf	confusion	EP				ojulgamento foi justo e aqueles que haviam • foi ele posto em grande confusão acerca cometido crimes foram enviados ao Tártaro do que faria	He was placed in a state of –The judgment was fair and those that had great confusion with regards to what he committed the crimes were sent to Tartarus. should do. 71 | 1012 71 | 831	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1826	bar	nm	bar	EP				os vários agentes econômicos tendem a • ele não gostava de trabalhar; estava sempre elevar seus preços	The various economic no bar, bebendo – He didn’t like to work; he agents tend to raise their prices. was always in the bar drinking. 72 | 858 71 | 965 92 1827 parente nc relative, extended family member	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1828	recentemente	av	recently	EP				ofilho gostava de tomar banho num tanque • recentemente os cientistas começaram a	His son liked to take baths in a tank. investigar a natureza do átomo – Recently, 71 | 929 scientists began to investigate the nature of atoms.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::av
1829	primário	aj	primary, elementary 70 | 1039+f	EP				oensino primário era obrigatório	Elementary school was compulsory.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1830	definição	nf	definition the locals were enslaved.	EP				qual é sua definição de reforma agrária?	71 | 819 What is your definition of agrarian reform? 70 | 1136-f	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1831	gesto	nm	gesture aperceber que ela tinha engordado	EP				Alberto fez com a mão um gesto vago de muito	Her reflection on the store window adeus – Alberto made a vague farewell helped her realize how much weight she had gesture with his hand. gained. 68 | 2068+f 71 | 715	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1832	liberal	na	liberal	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::na
1833	licença	nf	license, permission com energia – Acountry should direct its	EP				aprefeitura criou a licença provisória para growth energetically. estabelecimentos de qualquer natureza	71 | 792 City hall created provisional licenses for all types of establishments.	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
1834	contemplar	v	to contemplate around the Sun.	EP				ela voltou a contemplar a natureza, 70 | 1157+a embevecida pela beleza do momento	She contemplated nature again, enthralled by the	1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::verb
1835	funcionamento	nm	operation, functioning	EP				isso criaria alguns problemas para o		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1836	correio	nm	mail (box), post office	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.masc
1837	fechado	aj	closed	EP						1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::aj
1838	revolta	nf	revolt	EP				oagravamento da situação levou a uma		1501-2000		freq::1501-2000 freq500::1501-2000 freq1000::1501-2000 pos::noun.fem
